Spotify urls
https://open.spotify.com/playlist/2hOAwbX7PyRrbDQ5mjrd8T?si=1b7589b73c824709
https://open.spotify.com/playlist/2vNwqQHNUNELdug3b8pbxG?si=df808d07e3d54bdb
https://open.spotify.com/playlist/5K9Zg7sgY550IYqK2KbXCn?si=845e3db3c4f24b35
https://open.spotify.com/playlist/37i9dQZF1DX0XUsuxWHRQd?si=a52fd72712fc4d76
